ID,EventName,EventDate,StartDate,EndDate,Location,HybridNotes,EventLink,Year
166,HooHacks,Mar 26th - 27th,2022-03-26,2022-03-26,2022-03-27,"Everywhere, Worldwide","Hybrid, Digital Focus",https://www.hoohacks.io/,2022
167,PharmaHacks 2022,Mar 26th - 27th,2022-03-26,2022-03-26,2022-03-27,"Everywhere, Worldwide","Hybrid, Digital Focus",https://pharmahacks.com,2022
168,RowdyHacks VII,Mar 26th - 27th,2022-03-26,2022-03-26,2022-03-27,"San Antonio, Texas",In-Person Only,https://www.rowdyhacks.org,2022
169,HackPrinceton,Apr 1st - 3rd,2022-04-01,2022-04-01,2022-04-03,"Everywhere, Worldwide",Digital Only,https://www.hackprinceton.com/,2022
170,"Lights, Camera Hacktion II",Apr 1st - 3rd,2022-04-01,2022-04-01,2022-04-03,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8071-lights-camera-hacktion-ii,2022
171,Uncommon Hacks,Apr 1st - 3rd,2022-04-01,2022-04-01,2022-04-03,"Everywhere, Worldwide","Hybrid, Digital Focus",https://hacks2022.uncommonhacks.com/,2022
172,Citrus Hack 2022,Apr 2nd - 3rd,2022-04-02,2022-04-02,2022-04-03,"Everywhere, Worldwide","Hybrid, Digital Focus",https://www.citrushack.com/,2022
173,HackRU,Apr 2nd - 3rd,2022-04-02,2022-04-02,2022-04-03,"New Brunswick, New Jersey",In-Person Only,https://hackru.org/,2022
174,Global Hack Week: Share,Apr 3rd - 10th,2022-04-03,2022-04-03,2022-04-10,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/7192-global-hack-week-share-2022,2022
175,bitcamp,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"College Park, Maryland",In-Person Only,https://bit.camp/,2022
176,CatHacks VIII,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"Lexingon, Kentucky",In-Person Only,http://cathacks.cs.uky.edu/,2022
177,Hack4Bengal,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"Everywhere, Worldwide",Digital Only,https://hack4bengal.tech/,2022
178,HackKU,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"Lawrence, Kansas",In-Person Only,https://hackku.org/,2022
179,PickHacks,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"Everywhere, Worldwide",Digital Only,https://pickhacks.io/,2022
180,SpartaHacks VII,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"East Lansing, Michigan",In-Person Only,https://spartahack.com/,2022
181,YHack,Apr 8th - 10th,2022-04-08,2022-04-08,2022-04-10,"New Haven, Connecticut","Hybrid, In-Person Focus",https://www.yhack.org/,2022
182,HackTCNJ,Apr 9th - 10th,2022-04-09,2022-04-09,2022-04-10,"Ewing, New Jersey",In-Person Only,https://www.hacktcnj.com/coming-soon,2022
183,PantherHack,Apr 9th - 10th,2022-04-09,2022-04-09,2022-04-10,"Everywhere, Worldwide",Digital Only,https://pantherhack.tech/,2022
184,SLO Hacks,Apr 9th - 10th,2022-04-09,2022-04-09,2022-04-10,"Everywhere, Worldwide","Hybrid, Digital Focus",https://www.slohacks.com/,2022
185,SWE Hacks,Apr 9th - 10th,2022-04-09,2022-04-09,2022-04-10,"Everywhere, Worldwide",Digital Only,https://sweuw.org/,2022
186,Devspace,Apr 14th - 16th,2022-04-14,2022-04-14,2022-04-16,"Everywhere, Worldwide",Digital Only,https://devspace.csivit.com,2022
187,Hero Hacks II,Apr 15th - 17th,2022-04-15,2022-04-15,2022-04-17,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8112-herohacks-ii,2022
188,LA Hacks 2022,Apr 15th - 17th,2022-04-15,2022-04-15,2022-04-17,"Everywhere, Worldwide","Hybrid, Digital Focus",https://lahacks.com/home,2022
189,HackDartmouth,Apr 16th - 17th,2022-04-16,2022-04-16,2022-04-17,"Hanover, New Hampshire",In-Person Only,https://www.hackdartmouth.org/,2022
190,HackDavis,Apr 16th - 17th,2022-04-16,2022-04-16,2022-04-17,"Davis, CA",In-Person Only,https://www.hackdavis.io,2022
191,HackTJ 9.0,Apr 16th - 17th,2022-04-16,2022-04-16,2022-04-17,"Arlington, Virginia","Hybrid, In-Person Focus",https://hacktj.org/,2022
192,The Hackconomist,Apr 22nd - 24th,2022-04-22,2022-04-22,2022-04-24,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8118-the-hackconomist,2022
193,Hack Kosice,Apr 23rd - 24th,2022-04-23,2022-04-23,2022-04-24,"Kosice, Slovakia",In-Person Only,https://hackkosice.com/hackathon/,2022
194,HackUNT,Apr 23rd - 24th,2022-04-23,2022-04-23,2022-04-24,"Denton, Texas","Hybrid, In-Person Focus",https://unthackathon.com/,2022
195,Creatica 2022,Apr 29th - May 1st,2022-04-29,2022-04-29,2022-05-01,"Everywhere, Worldwide",Digital Only,https://www.creatica.io/,2022
196,Hack SVIT,Apr 29th - May 1st,2022-04-29,2022-04-29,2022-05-01,"Anand, Gujarat",In-Person Only,https://hackathon.hackclubsvit.co/,2022
197,Hack The Dance Floor,Apr 29th - May 1st,2022-04-29,2022-04-29,2022-05-01,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8119-hack-the-dance-floor,2022
198,DragonHacks,Apr 30th - May 1st,2022-04-30,2022-04-30,2022-05-01,"Philadelphia, Pennsylvania","Hybrid, In-Person Focus",https://dragonhacks.live/,2022
199,Hacker-Verse,May 6th - 8th,2022-05-06,2022-05-06,2022-05-08,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8120-hack-verse,2022
200,RU Hacks,May 6th - 8th,2022-05-06,2022-05-06,2022-05-08,"Everywhere, Worldwide",Digital Only,https://ruhacks.com/,2022
201,AhoyHacks,May 13th - 15th,2022-05-13,2022-05-13,2022-05-15,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8121-ahoyhacks,2022
202,Hack For Inclusion,May 13th - 15th,2022-05-13,2022-05-13,2022-05-15,"Everywhere, Worldwide",Digital Only,https://www.h4i.tech/,2022
203,HawkHacks,May 13th - 15th,2022-05-13,2022-05-13,2022-05-15,"Everywhere, Worldwide",Digital Only,https://hawkhacks.ca/,2022
204,Dragonhack,May 14th - 15th,2022-05-14,2022-05-14,2022-05-15,"Ljubljana, Slovenia",In-Person Only,https://dragonhack.si/,2022
205,MasseyHacks VIII,May 14th - 15th,2022-05-14,2022-05-14,2022-05-15,"Windsor, Ontario","Hybrid, In-Person Focus",https://masseyhacks.ca/,2022
206,GryphHacks,May 20th - 22nd,2022-05-20,2022-05-20,2022-05-22,"Everywhere, Worldwide",Digital Only,https://gryphhacks.com/,2022
207,JAMHacks 6,May 20th - 22nd,2022-05-20,2022-05-20,2022-05-22,"Waterloo, Ontario","Hybrid, In-Person Focus",https://jamhacks.ca/,2022
208,RookieHacks II,May 20th - 22nd,2022-05-20,2022-05-20,2022-05-22,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8122-rookiehacks-ii,2022
209,Technica,May 20th - 22nd,2022-05-20,2022-05-20,2022-05-22,"Everywhere, Worldwide",Digital Only,https://horizon.istevit.in/technica,2022
210,High Tech Hacks 2.0,May 21st - 22nd,2022-05-21,2022-05-21,2022-05-22,"Everywhere, Worldwide",Digital Only,https://www.hightechhacks.com/,2022
211,hths.hacks(),May 21st - 22nd,2022-05-21,2022-05-21,2022-05-22,"Everywhere, Worldwide",Digital Only,https://hthshacks.com/,2022
212,TritonHacks,May 21st - 22nd,2022-05-21,2022-05-21,2022-05-22,"La Jolla, California",In-Person Only,https://tritonhacks.org,2022
213,LateNightHacks,May 27th - 29th,2022-05-27,2022-05-27,2022-05-29,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8123-latenighthacks,2022
214,TOHacks,May 28th - 29th,2022-05-28,2022-05-28,2022-05-29,"Everywhere, Worldwide",Digital Only,https://www.tohacks.ca/,2022
215,Women Techies 2022,May 28th - 29th,2022-05-28,2022-05-28,2022-05-29,"Everywhere, Worldwide",Digital Only,https://womentechies.dscvit.com/,2022
216,Bon Voyage Hacks II,Jun 3rd - 5th,2022-06-03,2022-06-03,2022-06-05,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8124-bon-voyage-hacks-ii,2022
217,Coastal Hacks,Jun 10th - 12th,2022-06-10,2022-06-10,2022-06-12,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8162-coastal-hacks,2022
218,OneHacks II,Jun 10th - 12th,2022-06-10,2022-06-10,2022-06-12,"Everywhere, Worldwide",Digital Only,https://unkn-wn.github.io/onehackswebsite/,2022
219,Mental Health Hacks II,Jun 17th - 19th,2022-06-17,2022-06-17,2022-06-19,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8163-mental-health-hacks-ii,2022
220,WaffleHacks,Jun 17th - 19th,2022-06-17,2022-06-17,2022-06-19,"Everywhere, Worldwide",Digital Only,http://wafflehacks.org/,2022
221,FreyHacks,Jun 24th - 26th,2022-06-24,2022-06-24,2022-06-26,"Everywhere, Worldwide",Digital Only,https://www.freyhacks.tech/,2022
222,Hacking Heist 2.0,Jun 24th - 26th,2022-06-24,2022-06-24,2022-06-26,"Everywhere, Worldwide",Digital Only,https://hackingheist2.web.app/,2022
223,PrideHacks II,Jun 24th - 26th,2022-06-24,2022-06-24,2022-06-26,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8164-pridehacks-ii,2022
224,SimpliHacks 2.0,Jun 24th - 26th,2022-06-24,2022-06-24,2022-06-26,"Everywhere, Worldwide",Digital Only,https://www.schoolsimplified.org/simplihacks,2022
225,Hack3,Jun 25th - 26th,2022-06-25,2022-06-25,2022-06-26,"Everywhere, Worldwide",Digital Only,https://hack3.co/,2022
226,RU Hacking,Jun 25th - 26th,2022-06-25,2022-06-25,2022-06-26,"Everywhere, Worldwide",Digital Only,https://ruhacking.uk/,2022
227,Hackerland,Jul 1st - 3rd,2022-07-01,2022-07-01,2022-07-03,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/8188-hackerland,2022
228,GHW: INIT,Jul 3rd - 10th,2022-07-03,2022-07-03,2022-07-10,"Everywhere, Worldwide",Digital Only,https://hackp.ac/INIT,2022
